iter	Passed	Remaining
342	12422	711945
343	12454	711662
344	12487	711443
345	12523	711386
346	12557	711201
347	12588	710883
348	12621	710658
349	12657	710615
350	12691	710473
351	12725	710307
352	12758	710119
353	12793	710020
354	12826	709817
355	12860	709637
356	12896	709589
357	12930	709431
358	12963	709245
359	12995	708975
360	13028	708788
361	13063	708653
362	13096	708453
363	13129	708245
364	13161	708032
365	13194	707800
366	13224	707481
367	13258	707288
368	13301	707658
369	13337	707600
370	13370	707388
371	13402	707167
372	13437	707073
373	13469	706810
374	13501	706567
375	13539	706652
376	13576	706685
377	13610	706542
378	13643	706343
379	13677	706212
380	13713	706144
381	13744	705846
382	13775	705583
383	13810	705482
384	13842	705234
385	13875	705073
386	13909	704943
387	13943	704800
388	13977	704635
389	14009	704438
390	14045	704399
391	14079	704243
392	14112	704084
393	14145	703919
394	14177	703674
395	14210	703489
396	14246	703436
397	14281	703374
398	14316	703303
399	14349	703144
400	14383	702979
401	14415	702750
402	14447	702571
403	14483	702507
404	14518	702433
405	14553	702351
406	14586	702202
407	14619	702030
408	14651	701800
409	14684	701640
410	14722	701715
411	14754	701476
412	14789	701418
413	14823	701271
414	14856	701096
415	14888	700888
416	14922	700806
417	14956	700648
418	14990	700544
419	15028	700591
420	15062	700496
421	15092	700195
422	15125	700046
423	15160	699958
424	15196	699943
425	15233	699947
426	15264	699717
427	15297	699527
428	15331	699427
429	15365	699312
430	15399	699172
431	15435	699191
432	15466	698911
433	15499	698754
434	15532	698594
435	15565	698427
436	15597	698232
437	15632	698187
438	15665	698006
439	15703	698084
440	15735	697901
441	15767	697709
442	15802	697624
443	15834	697448
444	15866	697229
445	15900	697118
446	15936	697090
447	15968	696920
448	16002	696793
449	16037	696725
450	16069	696528
451	16101	696375
452	16138	696388
453	16169	696140
454	16199	695862
455	16234	695790
456	16264	695539
457	16296	695332
458	16332	695331
459	16363	695104
460	16401	695158
461	16435	695044
462	16465	694787
463	16500	694712
464	16538	694800
465	16574	694789
466	16616	695015
467	16650	694891
468	16683	694786
469	16720	694784
470	16751	694562
471	16784	694443
472	16832	694920
473	16878	695313
474	16916	695348
475	16950	695264
476	16984	695158
477	17019	695094
478	17094	696670
479	17149	697409
480	17210	698394
481	17252	698615
482	17289	698651
483	17325	698594
484	17361	698569
485	17394	698408
486	17433	698520
487	17474	698711
488	17516	698916
489	17563	699312
490	17606	699575
491	17646	699688
492	17685	699767
493	17724	699861
494	17762	699896
495	17799	699913
496	17838	700024
497	17871	699846
498	17903	699676
499	17948	699981
500	17986	700021
501	18029	700261
502	18068	700350
503	18116	700783
504	18185	702017
505	18243	702831
506	18295	703411
507	18353	704230
508	18405	704794
509	18450	705106
510	18490	705210
511	18521	704967
512	18554	704821
513	18588	704684
514	18623	704624
515	18664	704768
516	18703	704834
517	18748	705125
518	18792	705385
519	18829	705398
520	18867	705408
521	18913	705753
522	18960	706095
523	19008	706493
524	19048	706604
525	19086	706626
526	19123	706611
527	19157	706514
528	19199	706690
529	19246	707025
530	19291	707304
531	19331	707434
532	19372	707548
533	19412	707651
534	19452	707726
535	19497	708017
536	19542	708281
537	19581	708347
538	19625	708588
539	19666	708723
540	19706	708832
541	19746	708902
542	19844	711080
543	19883	711130
544	19924	711259
545	19965	711372
546	20009	711608
547	20051	711760
548	20096	712026
549	20135	712076
550	20172	712044
551	20207	711941
552	20244	711922
553	20281	711916
554	20324	712091
555	20362	712116
556	20403	712232
557	20450	712552
558	20512	713373
559	20587	714686
560	20642	715289
561	20686	715474
562	20728	715625
563	20779	716093
564	20838	716813
565	20886	717148
566	20933	717475
567	20979	717732
568	21029	718137
569	21071	718289
570	21107	718192
571	21141	718054
572	21180	718090
573	21224	718312
574	21259	718196
575	21323	719064
576	21393	720145
577	21451	720804
578	21508	721450
579	21561	721936
580	21634	723091
581	21683	723462
582	21725	723561
583	21760	723462
584	21806	723720
585	21847	723794
586	21894	724071
587	21944	724465
588	21995	724870
589	22037	724999
590	22079	725125
591	22130	725518
592	22202	726625
593	22291	728252
594	22382	729954
595	22454	731039
596	22509	731567
597	22563	732079
598	22606	732205
599	22643	732132
600	22689	732364
601	22734	732557
602	22781	732822
603	22821	732869
604	22875	733332
605	22920	733533
606	22971	733923
607	23016	734090
608	23054	734057
609	23096	734152
610	23138	734243
611	23183	734445
612	23225	734530
613	23279	735025
614	23333	735485
615	23386	735912
616	23436	736242
617	23495	736861
618	23545	737206
619	23594	737510
620	23653	738135
621	23704	738505
622	23745	738561
623	23791	738763
624	23834	738873
625	23873	738869
626	23916	738965
627	23959	739083
628	23998	739070
629	24046	739343
630	24173	742011
631	24220	742245
632	24273	742650
633	24313	742660
634	24358	742838
635	24399	742887
636	24457	743427
637	24510	743839
638	24562	744229
639	24634	745205
640	24677	745303
641	24725	745528
642	24769	745666
643	24814	745819
644	24861	746025
645	24911	746328
646	24952	746391
647	24995	746485
648	25050	746935
649	25120	747816
650	25186	748606
651	25245	749167
652	25298	749529
653	25339	749568
654	25385	749733
655	25435	750024
656	25488	750406
657	25541	750790
658	25589	751018
659	25634	751163
660	25682	751390
661	25728	751569
662	25779	751873
663	25838	752436
664	25903	753148
665	25955	753490
666	26005	753777
667	26059	754175
668	26105	754336
669	26155	754591
670	26213	755126
671	26270	755582
672	26313	755675
673	26355	755697
674	26398	755791
675	26449	756081
676	26509	756628
677	26558	756890
678	26602	756983
679	26647	757099
680	26686	757060
681	26728	757108
682	26775	757275
683	26828	757638
684	26877	757856
685	26921	757973
686	26961	757947
687	26997	757818
688	27039	757863
689	27125	759133
690	27184	759620
691	27235	759906
692	27287	760224
693	27339	760549
694	27387	760754
695	27425	760670
696	27516	762042
697	27604	763354
698	27690	764585
699	27748	765058
700	27786	764979
701	27826	764959
702	27870	765043
703	27917	765194
704	27968	765453
705	28020	765765
706	28066	765905
707	28113	766043
708	28156	766104
709	28203	766249
710	28258	766643
711	28323	767287
712	28367	767357
713	28413	767493
714	28455	767502
715	28498	767553
716	28561	768133
717	28617	768536
718	28671	768856
719	28714	768918
720	28755	768901
721	28809	769246
722	28871	769795
723	28924	770085
724	28969	770201
725	29012	770222
726	29058	770361
727	29105	770495
728	29159	770814
729	29215	771219
730	29274	771674
731	29327	771960
732	29380	772282
733	29437	772686
734	29492	773031
735	29555	773590
736	29605	773799
737	29662	774206
738	29706	774256
739	29757	774510
740	29796	774436
741	29841	774511
742	29885	774561
743	29937	774827
744	29981	774888
745	30026	774970
746	30069	775005
747	30107	774896
748	30149	774913
749	30192	774944
750	30237	775031
751	30278	774991
752	30326	775150
753	30374	775319
754	30417	775353
755	30458	775329
756	30499	775293
757	30544	775366
758	30587	775410
759	30626	775340
760	30671	775407
761	30711	775376
762	30753	775373
763	30795	775369
764	30843	775514
765	30889	775635
766	30956	776251
767	31014	776665
768	31063	776829
769	31105	776835
770	31158	777114
771	31203	777185
772	31257	777482
773	31309	777726
774	31352	777743
775	31395	777772
776	31438	777799
777	31487	777971
778	31559	778690
779	31610	778912
780	31661	779125
781	31703	779138
782	31750	779254
783	31789	779169
784	31828	779080
785	31873	779159
786	31922	779317
787	32020	780679
788	32071	780887
789	32113	780879
790	32160	780991
791	32213	781263
792	32259	781335
793	32302	781359
794	32341	781270
795	32389	781407
796	32443	781690
797	32497	781983
798	32550	782223
799	32594	782267
800	32645	782468
801	32686	782434
802	32740	782719
803	32817	783549
804	32875	783900
805	32921	784000
806	32971	784166
807	33026	784456
808	33079	784699
809	33121	784699
810	33173	784925
811	33252	785764
812	33346	786977
813	33438	788150
814	33516	788985
815	33596	789851
816	33656	790240
817	33701	790287
818	33743	790265
819	33780	790134
820	33826	790197
821	33884	790557
822	33929	790594
823	33972	790613
824	34017	790646
825	34061	790677
826	34100	790586
827	34148	790690
828	34188	790627
829	34233	790663
830	34276	790665
831	34316	790603
832	34357	790544
833	34400	790561
834	34446	790629
835	34485	790530
836	34533	790630
837	34572	790553
838	34610	790438
839	34654	790443
840	34705	790631
841	34754	790763
842	34801	790860
843	34848	790939
844	34890	790922
845	34931	790873
846	34973	790858
847	35013	790775
848	35058	790825
849	35105	790909
850	35151	790961
851	35194	790959
852	35246	791170
853	35281	790994
854	35320	790883
855	35356	790733
856	35390	790524
857	35432	790490
858	35472	790418
859	35516	790446
860	35552	790296
861	35591	790189
862	35628	790063
863	35682	790312
864	35722	790233
865	35767	790269
866	35808	790214
867	35847	790125
868	35883	789971
869	35922	789884
870	35958	789735
871	35995	789589
872	36035	789517
873	36077	789491
874	36119	789462
875	36168	789585
876	36213	789642
877	36256	789630
878	36295	789541
879	36329	789342
880	36364	789167
881	36404	789095
882	36439	788925
883	36477	788812
884	36518	788749
885	36554	788610
886	36587	788391
887	36632	788424
888	36686	788658
889	36726	788594
890	36764	788481
891	36801	788346
892	36837	788192
893	36880	788181
894	36917	788056
895	36957	787980
896	36991	787787
897	37034	787787
898	37074	787726
899	37114	787662
900	37148	787448
901	37180	787223
902	37265	788108
903	37303	787987
904	37338	787813
905	37373	787655
906	37407	787448
907	37441	787260
908	37475	787077
909	37512	786943
910	37548	786794
911	37585	786667
912	37621	786500
913	37652	786250
914	37685	786044
915	37718	785826
916	37751	785609
917	37792	785582
918	37840	785667
919	37879	785597
920	37920	785537
921	37959	785466
922	37996	785330
923	38042	785397
924	38084	785356
925	38121	785226
926	38155	785054
927	38195	784992
928	38238	784986
929	38289	785150
930	38329	785070
931	38370	785029
932	38408	784920
933	38451	784913
934	38486	784746
935	38522	784616
936	38557	784433
937	38592	784271
938	38631	784182
939	38668	784059
940	38706	783950
941	38742	783812
942	38779	783687
943	38813	783504
944	38852	783424
945	38889	783294
946	38927	783185
947	38968	783152
948	39017	783273
949	39062	783297
950	39105	783299
951	39147	783278
952	39191	783299
953	39231	783237
954	39273	783200
955	39314	783161
956	39357	783164
957	39398	783110
958	39433	782951
959	39474	782902
960	39512	782808
961	39546	782618
962	39582	782482
963	39618	782344
964	39668	782478
965	39711	782465
966	39746	782316
967	39790	782321
968	39829	782242
969	39871	782216
970	39922	782376
971	39982	782711
972	40020	782596
973	40056	782457
974	40097	782406
975	40141	782437
976	40187	782483
977	40242	782710
978	40280	782615
979	40319	782530
980	40365	782574
981	40412	782653
982	40459	782715
983	40504	782762
984	40544	782700
985	40589	782719
986	40633	782747
987	40674	782689
988	40715	782653
989	40758	782652
990	40794	782497
991	40834	782438
992	40882	782528
993	40924	782514
994	40969	782546
995	41012	782540
996	41055	782520
997	41097	782490
998	41135	782401
999	41173	782294
1000	41205	782077
1001	41240	781923
1002	41276	781778
1003	41312	781646
1004	41348	781505
1005	41383	781347
1006	41416	781162
1007	41450	780974
1008	41485	780828
1009	41524	780733
1010	41559	780588
1011	41592	780392
1012	41624	780177
1013	41660	780046
1014	41693	779853
1015	41724	779615
1016	41763	779552
1017	41798	779385
1018	41830	779186
1019	41866	779037
1020	41897	778809
1021	41927	778579
1022	41964	778457
1023	41998	778287
1024	42033	778129
1025	42067	777968
1026	42100	777772
1027	42132	777560
1028	42165	777374
1029	42199	777206
1030	42235	777069
1031	42270	776928
1032	42304	776752
1033	42339	776607
1034	42370	776391
1035	42406	776245
1036	42436	776007
1037	42471	775866
1038	42503	775663
1039	42537	775486
1040	42570	775308
1041	42602	775111
1042	42632	774872
1043	42664	774670
1044	42700	774540
1045	42734	774375
1046	42768	774200
1047	42800	774006
1048	42833	773823
1049	42865	773617
1050	42894	773373
1051	42930	773245
1052	42968	773140
1053	42999	772932
1054	43032	772754
1055	43063	772537
1056	43096	772361
1057	43132	772219
1058	43168	772106
1059	43206	772011
1060	43244	771913
1061	43275	771710
1062	43308	771533
1063	43343	771382
1064	43376	771198
1065	43410	771040
1066	43444	770884
1067	43475	770680
1068	43510	770522
1069	43545	770394
1070	43579	770233
1071	43615	770115
1072	43660	770144
1073	43702	770131
1074	43733	769920
1075	43768	769764
1076	43798	769552
1077	43859	769864
1078	43923	770224
1079	44051	771718
1080	44108	771961
1081	44144	771837
1082	44183	771759
1083	44219	771633
1084	44254	771503
1085	44294	771438
1086	44339	771479
1087	44388	771576
1088	44424	771445
1089	44458	771295
1090	44492	771128
1091	44533	771100
1092	44577	771112
1093	44615	771030
1094	44675	771311
1095	44738	771649
1096	44788	771773
1097	44842	771959
1098	44876	771802
1099	44909	771620
1100	44942	771460
1101	44974	771264
1102	45011	771145
1103	45048	771046
1104	45081	770869
1105	45114	770703
1106	45150	770573
1107	45180	770357
1108	45216	770226
1109	45254	770139
1110	45288	769978
1111	45321	769807
1112	45358	769716
1113	45392	769550
1114	45424	769364
1115	45459	769220
1116	45493	769077
1117	45529	768957
1118	45561	768769
1119	45596	768621
1120	45628	768442
1121	45660	768258
1122	45694	768092
1123	45729	767955
1124	45763	767803
1125	45793	767598
1126	45829	767472
1127	45865	767351
1128	45896	767154
1129	45931	767012
1130	45969	766932
1131	46003	766771
1132	46037	766625
1133	46069	766438
1134	46101	766256
1135	46134	766100
1136	46165	765887
1137	46198	765729
1138	46234	765606
1139	46266	765426
1140	46299	765265
1141	46334	765125
1142	46366	764950
1143	46399	764775
1144	46432	764619
1145	46469	764523
1146	46506	764419
1147	46540	764261
1148	46572	764087
1149	46604	763914
1150	46635	763717
1151	46674	763641
1152	46705	763454
1153	46739	763295
1154	46771	763121
1155	46805	762973
1156	46840	762848
1157	46875	762724
1158	46910	762592
1159	46942	762415
1160	46977	762279
1161	47013	762171
1162	47048	762041
1163	47085	761940
1164	47119	761801
1165	47152	761643
1166	47185	761478
1167	47219	761339
1168	47253	761189
1169	47289	761084
1170	47327	760995
1171	47362	760867
1172	47401	760814
1173	47436	760678
1174	47470	760538
1175	47504	760396
1176	47540	760291
1177	47573	760133
1178	47607	759991
1179	47639	759812
1180	47672	759650
1181	47706	759509
1182	47743	759416
1183	47775	759249
1184	47810	759114
1185	47846	759006
1186	47880	758863
1187	47917	758781
1188	47951	758628
1189	47995	758657
1190	48030	758528
1191	48063	758374
1192	48098	758244
1193	48132	758101
1194	48164	757938
1195	48197	757782
1196	48235	757707
1197	48266	757524
1198	48302	757405
1199	48339	757322
1200	48382	757328
1201	48428	757375
1202	48465	757279
1203	48504	757221
1204	48542	757140
1205	48575	756995
1206	48616	756953
1207	48654	756877
1208	48690	756769
1209	48731	756743
1210	48766	756632
1211	48806	756585
1212	48842	756467
1213	48880	756394
1214	48918	756318
1215	48952	756194
1216	48985	756038
1217	49018	755884
1218	49052	755745
1219	49088	755640
1220	49125	755556
1221	49158	755395
1222	49189	755222
1223	49226	755122
1224	49258	754960
1225	49293	754843
1226	49327	754706
1227	49358	754528
1228	49391	754376
1229	49424	754230
1230	49458	754092
1231	49496	754015
1232	49534	753946
1233	49567	753789
1234	49599	753628
1235	49632	753489
1236	49664	753314
1237	49698	753185
1238	49772	753658
1239	49818	753710
1240	49853	753582
1241	49885	753430
1242	49919	753285
1243	49956	753207
1244	49988	753042
1245	50022	752907
1246	50057	752796
1247	50089	752625
1248	50122	752478
1249	50157	752364
1250	50189	752198
1251	50222	752054
1252	50256	751919
1253	50289	751770
1254	50321	751610
1255	50359	751545
1256	50401	751531
1257	50441	751496
1258	50475	751357
1259	50509	751224
1260	50541	751062
1261	50573	750914
1262	50606	750760
1263	50641	750653
1264	50676	750534
1265	50710	750409
1266	50746	750298
1267	50778	750147
1268	50813	750036
1269	50846	749889
1270	50882	749779
1271	50915	749645
1272	50948	749492
1273	50985	749419
1274	51022	749328
1275	51055	749185
1276	51090	749072
1277	51129	749025
1278	51167	748950
1279	51202	748832
1280	51241	748787
1281	51278	748697
1282	51323	748731
1283	51358	748611
1284	51391	748471
1285	51425	748343
1286	51458	748208
1287	51492	748087
1288	51527	747967
1289	51563	747873
1290	51597	747739
1291	51631	747619
1292	51663	747457
1293	51697	747343
1294	51729	747176
1295	51763	747053
1296	51797	746935
1297	51831	746798
1298	51862	746640
1299	51896	746511
1300	51930	746379
1301	51966	746285
1302	52003	746205
1303	52034	746035
1304	52065	745866
1305	52100	745758
1306	52131	745596
1307	52169	745529
1308	52205	745435
1309	52240	745319
1310	52273	745181
1311	52307	745058
1312	52341	744944
1313	52375	744813
1314	52413	744747
1315	52447	744623
1316	52482	744513
1317	52521	744466
1318	52553	744314
1319	52586	744179
1320	52623	744104
1321	52655	743942
1322	52687	743802
1323	52721	743675
1324	52756	743570
1325	52792	743481
1326	52828	743380
1327	52862	743256
1328	52896	743138
1329	52931	743031
1330	52962	742868
1331	52997	742755
1332	53028	742601
1333	53062	742471
1334	53095	742342
1335	53127	742192
1336	53162	742087
1337	53193	741928
1338	53226	741787
1339	53258	741648
1340	53295	741562
1341	53330	741455
1342	53363	741322
1343	53395	741177
1344	53427	741040
1345	53464	740954
1346	53498	740835
1347	53534	740748
1348	53567	740616
1349	53602	740504
1350	53636	740393
1351	53668	740247
1352	53701	740117
1353	53733	739971
1354	53766	739837
1355	53801	739729
1356	53834	739605
1357	53868	739484
1358	53902	739371
1359	53938	739268
1360	53974	739178
1361	54011	739109
1362	54046	739012
1363	54083	738924
1364	54116	738799
1365	54149	738666
1366	54185	738584
1367	54218	738447
1368	54255	738367
1369	54288	738240
1370	54322	738135
1371	54356	738013
1372	54390	737897
1373	54424	737786
1374	54434	737342
1375	54480	737381
1376	54511	737230
1377	54542	737080
1378	54576	736966
1379	54609	736839
1380	54642	736710
1381	54680	736646
1382	54711	736487
1383	54742	736336
1384	54774	736188
1385	54807	736060
1386	54838	735908
1387	54871	735783
1388	54907	735702
1389	54941	735584
1390	54978	735508
1391	55011	735384
1392	55042	735236
1393	55074	735096
1394	55122	735168
1395	55154	735019
1396	55189	734930
1397	55221	734786
1398	55252	734636
1399	55284	734492
1400	55316	734357
1401	55347	734207
1402	55382	734101
1403	55415	733983
1404	55448	733847
1405	55479	733697
1406	55515	733616
1407	55547	733476
1408	55587	733451
1409	55620	733317
1410	55650	733157
1411	55683	733032
1412	55719	732944
1413	55750	732805
1414	55786	732720
1415	55819	732590
1416	55853	732481
1417	55887	732365
1418	55918	732225
1419	55950	732085
1420	55984	731971
1421	56015	731826
1422	56050	731725
1423	56088	731668
1424	56120	731533
1425	56178	731741
1426	56232	731886
1427	56264	731758
1428	56301	731683
1429	56334	731564
1430	56365	731414
1431	56396	731266
1432	56429	731138
1433	56464	731043
1434	56502	730992
1435	56534	730850
1436	56569	730755
1437	56600	730607
1438	56632	730480
1439	56666	730364
1440	56697	730223
1441	56729	730083
1442	56763	729985
1443	56798	729889
1444	56829	729741
1445	56865	729654
1446	56894	729488
1447	56928	729377
1448	56967	729337
1449	56999	729203
1450	57032	729084
1451	57066	728972
1452	57099	728849
1453	57130	728702
1454	57164	728600
1455	57200	728523
1456	57233	728407
1457	57267	728297
1458	57301	728190
1459	57330	728019
1460	57364	727907
1461	57395	727771
1462	57428	727646
1463	57470	727651
1464	57502	727518
1465	57535	727394
1466	57567	727267
1467	57601	727165
1468	57635	727049
1469	57670	726958
1470	57704	726860
1471	57735	726720
1472	57771	726632
1473	57805	726532
1474	57835	726368
1475	57868	726254
1476	57902	726155
1477	57934	726019
1478	57966	725897
1479	58001	725797
1480	58033	725678
1481	58068	725580
1482	58106	725523
1483	58139	725406
1484	58173	725303
1485	58208	725214
1486	58240	725087
1487	58273	724968
1488	58306	724858
1489	58340	724751
1490	58379	724709
1491	58416	724650
1492	58453	724574
1493	58487	724481
1494	58528	724465
1495	58563	724367
1496	58598	724281
1497	58630	724149
1498	58665	724063
1499	58696	723925
1500	58728	723793
1501	58761	723681
1502	58794	723566
1503	58828	723466
1504	58861	723355
1505	58895	723243
1506	58930	723163
1507	58963	723048
1508	58996	722926
1509	59027	722799
1510	59063	722715
1511	59096	722602
1512	59127	722467
1513	59160	722351
1514	59192	722227
1515	59222	722077
1516	59256	721972
1517	59294	721919
1518	59327	721808
1519	59371	721828
1520	59401	721682
1521	59432	721541
1522	59463	721412
1523	59501	721355
1524	59535	721252
1525	59570	721175
1526	59602	721048
1527	59636	720950
1528	59670	720841
1529	59707	720778
1530	59740	720666
1531	59774	720566
1532	59805	720435
1533	59839	720334
1534	59871	720210
1535	59904	720103
1536	59941	720039
1537	59976	719952
1538	60008	719827
1539	60044	719753
1540	60077	719645
1541	60108	719510
1542	60139	719379
1543	60173	719270
1544	60209	719198
1545	60243	719105
1546	60274	718974
1547	60308	718869
1548	60339	718742
1549	60370	718599
1550	60402	718482
1551	60445	718490
1552	60479	718390
1553	60509	718244
1554	60544	718157
1555	60577	718048
1556	60606	717895
1557	60643	717835
1558	60677	717733
1559	60710	717624
1560	60741	717494
1561	60773	717378
1562	60806	717264
1563	60839	717155
1564	60875	717090
1565	60910	716998
1566	60942	716883
1567	60977	716800
1568	61009	716676
1569	61041	716562
1570	61074	716454
1571	61109	716363
1572	61143	716274
1573	61179	716192
1574	61209	716055
1575	61244	715969
1576	61278	715875
1577	61313	715790
1578	61351	715736
1579	61389	715697
1580	61425	715625
1581	61461	715545
1582	61496	715466
1583	61536	715437
1584	61574	715394
1585	61613	715350
1586	61653	715333
1587	61690	715267
1588	61727	715210
1589	61765	715160
1590	61807	715155
1591	61844	715096
1592	61880	715026
1593	61916	714948
1594	61948	714833
1595	61982	714738
1596	62016	714646
1597	62057	714629
1598	62090	714527
1599	62126	714450
1600	62163	714389
1601	62200	714332
1602	62234	714238
1603	62271	714178
1604	62310	714139
1605	62343	714042
1606	62378	713958
1607	62409	713832
1608	62441	713713
1609	62476	713624
1610	62511	713552
1611	62545	713454
1612	62578	713343
1613	62610	713231
1614	62641	713108
1615	62673	712988
1616	62705	712870
1617	62742	712815
1618	62775	712705
1619	62804	712559
1620	62838	712469
1621	62872	712369
1622	62902	712239
1623	62939	712181
1624	62975	712109
1625	63008	712001
1626	63044	711938
1627	63079	711851
1628	63111	711743
1629	63144	711638
1630	63187	711641
1631	63220	711545
1632	63255	711462
1633	63289	711368
1634	63324	711283
1635	63355	711165
1636	63387	711046
1637	63420	710947
1638	63457	710888
1639	63488	710757
1640	63521	710658
1641	63552	710535
1642	63588	710459
1643	63622	710372
1644	63656	710286
1645	63690	710192
1646	63722	710083
1647	63755	709977
1648	63786	709856
1649	63818	709735
1650	63849	709616
1651	63882	709515
1652	63918	709441
1653	63950	709329
1654	63981	709207
1655	64013	709094
1656	64044	708973
1657	64078	708880
1658	64111	708781
1659	64148	708719
1660	64180	708618
1661	64214	708522
1662	64247	708427
1663	64316	708715
1664	64367	708813
1665	64405	708770
